Catalog Number,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Author,Year,Country,State,County,Locality,Other Descriptor,Body of Water,Latitude,Longitude,Elevation,GBIF Precision,Collected Beginning,Collected Ending,Collector,Method,Habitat,Identified by,Year Identified,Type,Type Name,Male,Female,Immature,Pupa,Exuvia,Adult,Other,Age Unknown,Preparation,Created,Modified
Trichoptera 31133,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,auricolor, ,G Ulmer,1905,United States,New Mexico,Catron,5 mi NE Glenwood, ,Whitewater Creek, , , , ,06/28/1952, ,C.C. Hoff, , , , , , ,23, , , , , , , ,Vial,1/5/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 31134,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,auricolor, ,G Ulmer,1905,United States,Arizona,Yavapai,Mormon Crossing, ,Oak Creek,34.6169,-110.7869, ,10000,04/12/1985, ,M.W. Sanderson, , , , , , ,1,4, , , , , , ,Vial,1/5/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32789,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, , , , , ,United States,Arkansas,Van Buren, , , ,35.58639,-92.45778, ,100000,08/05/1966, , , , , , , , , , , , , ,7, , ,Vial,1/24/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32645,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Missouri,Wayne,Williamsville, , ,36.97111,-91.54944, ,1000,08/16/1948, ,E.C. Becker, , , , , , , ,6, , , , , , ,Vial,1/18/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32649,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Missouri,Wayne,Williamsville, , ,36.97111,-91.54944, ,1000,06/25/1948, ,E.C. Becker, , , , , , , ,2, , , , , , ,Vial,1/18/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32662,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Missouri,Wayne,Williamsville, , ,36.97111,-91.54944, ,1000,07/09/1948, ,E.C. Becker, , , , , , , ,1, , , , , , ,Vial,1/19/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32725,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, , , , , ,United States,Utah,Uintah,Vernal, , ,40.45556,-109.52806, ,10000,08/14/1942, ,"G.F. Knowlton, C.F. Smith", , , , , , , , , , , ,3, , ,Vial,1/23/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32770,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, , , , , ,United States,Arkansas,Washington,Hwy 68 (no US-412) Bridge, ,White River,36.17093,-94.02023, ,1000,06/26/1964, , , , , , , , ,50, , , , , , , ,Vial,1/24/2000 12:00:00 AM,8/17/2017 12:00:00 AM
Trichoptera 31124,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,aerata, ,HH Ross,1938,United States,Michigan,Berrien,Berrien Springs, ,St. Joseph River,41.94639,-86.33889, ,10000,09/17/1936, ,"H.H. Ross, B.D. Burks", , , , , , , , , ,1, , , , ,Vial,1/5/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 31118,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,aerata, ,HH Ross,1938,United States,Illinois,Will,Wilmington, ,Kankakee River,41.30575,-88.15138, ,1000,05/17/1937, ,"H.H. Ross, B.D. Burks", , ,H.H. Ross,1938, , ,1, , , , , , , ,Vial,1/5/2000 12:00:00 AM,5/14/2014 12:00:00 AM
Trichoptera 31121,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,aerata, ,HH Ross,1938,United States,Illinois,Will,Wilmington, ,Kankakee River,41.30575,-88.15138, ,1000,05/27/1935, ,"H.H. Ross, C.O. Mohr", , ,H.H. Ross,1945, , , , , ,1, , , , ,Vial,1/5/2000 12:00:00 AM,5/14/2014 12:00:00 AM
Trichoptera 31122,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,aerata, ,HH Ross,1938,United States,Illinois,Will,Wilmington, ,Kankakee River,41.30575,-88.15138, ,1000,04/23/1935, ,"H.H. Ross, C.O. Mohr", , ,H.H. Ross,1941, , , , ,1, , , , , ,Vial,1/5/2000 12:00:00 AM,5/14/2014 12:00:00 AM
Trichoptera 32743,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, , , , , ,United States,New York,Washington,Hudson Falls, , ,43.30056,-73.58639, ,10000,07/30/1951, ,"H.H. Ross, J.A. Ross", , , , , , , , , , , ,2, , ,Vial,1/24/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 31500,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,incommoda, ,HA Hagen,1861,United States,Indiana,Starke,English Lake?,Yellow and Kankakee Rivers FWMA,Kankakee River,41.27142,-86.82491, ,10,06/26/1958, ,F. Schmid, , , , , , ,4, , , , , , , ,Vial,1/5/2000 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 32231,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,betteni, ,Ross,1938,United States,Michigan,Roscommon, , , ,44.32656,-84.61079,353,100000,06/11/1973, ,S. Croson, , , , , , , ,1, , , , , , ,Vial,1/8/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32518,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,incommoda, ,HA Hagen,1861,United States,Indiana,Whitley,Churubusco, , ,41.23056,-85.31944, ,1000,08/18/1958, ,F. Schmid, , , , , , , ,1, , , , , , ,Vial,1/12/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32533,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,incommoda, ,HA Hagen,1861,United States,South Carolina,Aiken, , ,Savannah River,33.56177,-81.72238,154,100000,07/11/1966, ,Gentry, , , , , , ,9, , , , , , , ,Vial,1/12/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 31767,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Ceratopsyche,slossonae, ,N Banks,1905,Canada,Ontario, ,Hawley Lake and tributary, ,Sutton River,47.98884,-80.67803, ,10000,07/21/1954,07/22/1954,W.E. Ricker, , , , , , , , , , , ,1, , ,Vial,1/5/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 31771,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Ceratopsyche,slossonae, ,N Banks,1905,United States,Virginia,Giles,Pembroke, ,Doe Creek,37.31944,-80.63917, ,10000,08/04/1941, ,Cole, , , , , , , , ,4, , , , , ,Vial,1/5/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 33843,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,incommoda, ,HA Hagen,1861,United States,Illinois,Will,"Braidwood (Custer Park), Site 6 R or L", ,Kankakee River,41.2604,-88.1395, ,1000,06/20/1979, , , , , , , , , , , , , ,2, , ,Vial,1/14/2000 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 32810,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Ceratopsyche,bronta, ,Ross,1938,Canada,New Brunswick, ,Anagance, , , , , , ,08/21/1939, ,"T.H. Frison, T.H. Frison, Jr.", , , , , , ,2, , , , , , , ,Vial,1/10/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 33486,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,incommoda, ,HA Hagen,1861,United States,Indiana,Martin,Shoals at boat ramp, ,East Fork White River,38.6697,-86.7892, ,10,09/10/1936, ,"H.H. Ross, B.D. Burks", , , , , , , , , ,1, , , , ,Vial,1/13/2000 12:00:00 AM,11/7/2013 12:00:00 AM
Insect Collection 32637,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Ceratopsyche,bronta, ,Ross,1938,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/14/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , ,2, , , , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32638,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Ceratopsyche,slossonae, ,N Banks,1905,United States,Illinois,Stephenson,3.0 km SE Orangeville at North Henderson Road, ,Brush Creek,42.4502,-89.6144, ,1000,05/14/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,5, , , , , ,Vial,11/30/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Trichoptera 32213,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,betteni, ,Ross,1938,United States,Tennessee,Greene, , , ,36.15,-82.85,483,100000,04/21/1958, , , , , , , , , ,20, , , , , , ,Vial,1/5/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32218,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,betteni, ,Ross,1938,United States,Kansas,Lyon, , , ,38.40928,-96.15424, ,100000,02/13/1973, , , , , , , , , , ,2, , , , , ,Vial,1/5/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32227,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,betteni, ,Ross,1938,United States,Nebraska,Harlan,"Prairie Dog Creek, Station #15, Alma",Alma,Prairie Dog Creek,40.096,-99.36, ,10000,10/11/1962, ,"W.F. Rapp, Krebs", , , , , , , , ,4, , , , , ,Vial,1/6/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32230,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,betteni, ,Ross,1938,United States,Nebraska,Harlan,"Prairie Dog Creek, Station #15, Alma",Alma,Prairie Dog Creek,40.096,-99.36, ,10000,05/10/1962, ,"W.F. Rapp, Krebs", , , , , , , , ,50, , , , , ,Vial,1/6/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32759,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, , , , , ,United States,Arkansas,Independence, , , ,35.77361,-91.64139, ,100000,06/24/1966, , , , , , , , ,25, , , , , , , ,Vial,1/24/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32775,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, , , , , ,United States,Arkansas,Independence, , , ,35.77361,-91.64139, ,100000,08/28/1966, , , , , , , , , , , , , ,7, , ,Vial,1/24/2000 12:00:00 AM,3/29/2012 12:00:00 AM
Trichoptera 32637,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Oklahoma,Caddo,Hinton, , ,35.47139,-98.35528, ,10000,07/25/1937, ,"J. Standish, Kaiser", , , , , , , , , , , ,5, , ,Vial,1/18/2000 12:00:00 AM,3/29/2012 12:00:00 AM
